date,merq_id,quantity,post_corax_adjustment
2024-06-24,cu:USD:0,16.207232190409727,0.0
2024-06-24,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-06-24,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-06-25,cu:USD:0,16.207232190409727,0.0
2024-06-25,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-06-25,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-06-26,cu:USD:0,16.207232190409727,0.0
2024-06-26,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-06-26,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-06-27,cu:USD:0,16.207232190409727,0.0
2024-06-27,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-06-27,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-06-28,cu:USD:0,16.207232190409727,0.0
2024-06-28,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-06-28,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-01,cu:USD:0,16.207232190409727,0.0
2024-07-01,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-01,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-02,cu:USD:0,16.207232190409727,0.0
2024-07-02,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-02,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-03,cu:USD:0,16.207232190409727,0.0
2024-07-03,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-03,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-05,cu:USD:0,16.207232190409727,0.0
2024-07-05,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-05,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-08,cu:USD:0,16.207232190409727,0.0
2024-07-08,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-08,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-09,cu:USD:0,16.207232190409727,0.0
2024-07-09,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-09,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-10,cu:USD:0,16.207232190409727,0.0
2024-07-10,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-10,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-11,cu:USD:0,16.207232190409727,0.0
2024-07-11,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-11,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-12,cu:USD:0,16.207232190409727,0.0
2024-07-12,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-12,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-15,cu:USD:0,16.207232190409727,0.0
2024-07-15,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-15,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-16,cu:USD:0,16.207232190409727,0.0
2024-07-16,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-16,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-17,cu:USD:0,16.207232190409727,0.0
2024-07-17,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-17,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-18,cu:USD:0,16.207232190409727,0.0
2024-07-18,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-18,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-19,cu:USD:0,16.207232190409727,0.0
2024-07-19,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-19,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-22,cu:USD:0,16.207232190409727,0.0
2024-07-22,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-22,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-23,cu:USD:0,16.207232190409727,0.0
2024-07-23,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-23,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-24,cu:USD:0,16.207232190409727,0.0
2024-07-24,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-24,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-25,cu:USD:0,16.207232190409727,0.0
2024-07-25,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-25,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-26,cu:USD:0,16.207232190409727,0.0
2024-07-26,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-26,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-29,cu:USD:0,16.207232190409727,0.0
2024-07-29,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-29,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-30,cu:USD:0,16.207232190409727,0.0
2024-07-30,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-30,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-07-31,cu:USD:0,16.207232190409727,0.0
2024-07-31,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-07-31,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-01,cu:USD:0,16.207232190409727,0.0
2024-08-01,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-01,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-02,cu:USD:0,16.207232190409727,0.0
2024-08-02,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-02,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-05,cu:USD:0,16.207232190409727,0.0
2024-08-05,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-05,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-06,cu:USD:0,16.207232190409727,0.0
2024-08-06,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-06,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-07,cu:USD:0,16.207232190409727,0.0
2024-08-07,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-07,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-08,cu:USD:0,16.207232190409727,0.0
2024-08-08,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-08,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-09,cu:USD:0,16.207232190409727,0.0
2024-08-09,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-09,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-12,cu:USD:0,16.207232190409727,0.0
2024-08-12,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-12,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-13,cu:USD:0,16.207232190409727,0.0
2024-08-13,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-13,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-14,cu:USD:0,16.207232190409727,0.0
2024-08-14,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-14,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-15,cu:USD:0,16.207232190409727,0.0
2024-08-15,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-15,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-16,cu:USD:0,16.207232190409727,0.0
2024-08-16,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-16,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-19,cu:USD:0,16.207232190409727,0.0
2024-08-19,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-19,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-20,cu:USD:0,16.207232190409727,0.0
2024-08-20,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-20,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-21,cu:USD:0,16.207232190409727,0.0
2024-08-21,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-21,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-22,cu:USD:0,16.207232190409727,0.0
2024-08-22,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-22,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-23,cu:USD:0,16.207232190409727,0.0
2024-08-23,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-23,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-26,cu:USD:0,16.207232190409727,0.0
2024-08-26,el:LY6WH5-S:US:0,1.8365135626526603,0.0
2024-08-26,op|SPY|CALL|560.0|2024-09-20|OPRA|1,-1.8365135626526603,0.0
2024-08-27,cu:USD:0,16.207232190409727,0.0
2024-08-27,el:LY6WH5-S:US:0,1.8365135626526603,0.0
